chromosome arm	start	stop	polytene_band	map_Comeron
2L	3510328	3514656	23F6-23F6	2-8.7
2L	3514872	3517264	23F6-23F6	2-8.7
2L	3517273	3519651	23F6-23F6	2-8.7
2L	3519677	3522555	23F6-23F6	2-8.7
2L	3522521	3524056	23F6-23F6	2-8.7
2L	3525131	3527588	23F6-24A1	2-8.7
2L	3527387	3530317	24A1-24A1	2-8.7
2L	3530789	3532678	24A1-24A1	2-8.7
2L	3537844	3538333	24A1-24A1	2-8.7
2L	3539247	3548423	24A1-24A1	2-8.7
2L	3562038	3563118	24A1-24A1	2-8.7
2L	3563308	3563502	24A1-24A1	2-8.7
2L	3575350	3575806	24A1-24A1	2-8.7
2L	3576210	3576623	24A1-24A1	2-8.7
2L	3578013	3580769	24A1-24A1	2-8.7
2L	3588485	3590301	24A1-24A1	2-8.7
2L	3604224	3606756	24A1-24A1	2-8.9
2L	3616296	3617619	24A1-24A1	2-8.9
2L	3619097	3621573	24A1-24A2	2-8.9
2L	3621110	3621681	24A2-24A2	2-8.9
2L	3622074	3656953	24A2-24A4	2-8.9
2L	3636967	3637073	24A3-24A3	2-8.9
2L	3662745	3692114	24A5-24B1	2-8.9
2L	3667977	3668551	24B1-24B1	2-8.9
2L	3668691	3669134	24B1-24B1	2-8.9
2L	3669261	3669775	24B1-24B1	2-8.9
2L	3670131	3670581	24B1-24B1	2-8.9
2L	3692123	3692587	24B1-24B1	2-8.9
2L	3692699	3693182	24B1-24B1	2-8.9
2L	3693184	3693905	24B1-24B1	2-8.9
2L	3694105	3694418	24B2-24B2	2-8.9
2L	3694431	3695020	24B2-24B2	2-8.9
2L	3695032	3695411	24B2-24B3	2-8.9
2L	3696218	3696658	24B3-24B3	2-8.9
2L	3697242	3697872	24B3-24B3	2-8.9
2L	3698451	3699092	24B3-24C1	2-8.9
2L	3699464	3699826	24C1-24C1	2-8.9
2L	3700195	3700658	24C1-24C1	2-9.3
2L	3700674	3701092	24C1-24C1	2-9.3
2L	3701290	3701699	24C1-24C1	2-9.3
2L	3701826	3702248	24C1-24C1	2-9.3
2L	3702614	3702947	24C1-24C1	2-9.3
2L	3703659	3704253	24C1-24C1	2-9.3
2L	3704106	3705488	24C1-24C1	2-9.3
2L	3706551	3707063	24C1-24C1	2-9.3
2L	3707230	3711748	24C1-24C1	2-9.3
2L	3711881	3713105	24C1-24C1	2-9.3
2L	3713360	3716810	24C1-24C1	2-9.3
2L	3716800	3717773	24C1-24C1	2-9.3
2L	3718185	3729145	24C1-24C2	2-9.3
2L	3730466	3754617	24C2-24C3	2-9.3
2L	3757256	3769525	24C3-24C3	2-9.3
2L	3765494	3765863	24C3-24C3	2-9.3
2L	3767621	3767688	24C3-24C3	2-9.3
2L	3769926	3770454	24C3-24C3	2-9.3
2L	3771700	3784121	24C3-24C4	2-9.3
2L	3784947	3785622	24C4-24C4	2-9.3
2L	3785738	3786343	24C4-24C4	2-9.3
2L	3787167	3802726	24C4-24C5	2-9.7
2L	3803545	3810671	24C5-24C5	2-10.1
2L	3810801	3813410	24C5-24C5	2-10.1
2L	3815438	3815948	24C5-24C5	2-10.1
2L	3817724	3818534	24C5-24C5	2-10.1
2L	3825675	3827099	24C6-24C6	2-10.1
2L	3836840	3839185	24C7-24C7	2-10.1
2L	3845130	3845716	24C7-24C7	2-10.1
2L	3851951	3852604	24C7-24C7	2-10.1
2L	3854288	3854994	24C7-24C7	2-10.1
2L	3856478	3857172	24C7-24C7	2-10.1
2L	3861405	3862097	24C8-24C8	2-10.1
2L	3862668	3867507	24C8-24C8	2-10.1
2L	3867697	3871425	24C8-24C8	2-10.1
2L	3871271	3872458	24C8-24C8	2-10.1
2L	3872646	3902860	24C8-24C9	2-10.4
2L	3902928	3991713	24C9-24D1	2-10.8
2L	3911796	3914288	24C9-24D1	2-10.8
2L	4000018	4000806	24D2-24D2	2-11.5
2L	4001084	4001620	24D3-24D3	2-11.5
2L	4004080	4004480	24D3-24D3	2-11.5
2L	4004984	4005670	24D3-24D3	2-11.5
2L	4006041	4006606	24D3-24D3	2-11.5
2L	4007690	4007984	24D3-24D3	2-11.5
2L	4008653	4009090	24D3-24D3	2-11.5
2L	4031377	4115749	24D4-24D6	2-11.6
2L	4074279	4075952	24D5-24D5	2-11.5
2L	4085890	4086005	24D5-24D5	2-11.5
2L	4120343	4121627	24D6-24D6	2-11.8
2L	4121702	4124153	24D6-24D6	2-11.8
2L	4149279	4151203	24D6-24D6	2-11.8
2L	4164689	4166134	24D7-24D7	2-11.8
2L	4185268	4186093	24D8-24D8	2-11.8
2L	4185401	4186187	24D8-24D8	2-11.8
2L	4186250	4187793	24D8-24D8	2-11.8
2L	4188123	4189284	24D8-24D8	2-11.8
2L	4189340	4198071	24D8-24D8	2-11.8
2L	4198404	4221796	24D8-24D8	2-12.2
2L	4224650	4227097	24D8-24E1	2-12.5
2L	4227699	4228561	24E1-24E1	2-12.5
2L	4228921	4229458	24E1-24E1	2-12.5
2L	4240014	4240820	24E1-24E1	2-12.5
2L	4241070	4242397	24E1-24E1	2-12.5
2L	4246209	4249676	24E1-24E1	2-12.5
2L	4255720	4256085	24E1-24E1	2-12.5
2L	4256132	4256519	24E1-24E1	2-12.5
2L	4256798	4257295	24E1-24E1	2-12.5
2L	4257572	4258425	24E1-24E1	2-12.5
2L	4259946	4261101	24E1-24E1	2-12.5
2L	4277696	4281324	24E1-24E1	2-12.5
2L	4283148	4323781	24E1-24E1	2-12.8
2L	4324554	4331830	24E1-24E1	2-13.1
2L	4333913	4345776	24E1-24E1	2-13.1
2L	4343696	4343756	24E1-24E1	2-13.1
2L	4347501	4347954	24E1-24E1	2-13.1
2L	4348318	4348678	24E1-24E1	2-13.1
2L	4349172	4349685	24E1-24E1	2-13.1
2L	4350999	4351449	24E1-24E1	2-13.1
2L	4352975	4354034	24E1-24E1	2-13.1
2L	4361925	4380716	24E1-24E4	2-13.1
2L	4363556	4364252	24E1-24E1	2-13.1
2L	4380722	4382735	24E4-24E4	2-13.1
2L	4382925	4386062	24E4-24E4	2-13.1
2L	4386182	4387356	24F1-24F1	2-13.1
2L	4388327	4392778	24E4-24E5	2-13.1
2L	4392770	4393876	24E5-24E5	2-13.1
2L	4394196	4400487	24E5-24F1	2-13.3
2L	4400953	4403142	24F1-24F1	2-13.5
2L	4403251	4403955	24F1-24F1	2-13.5
2L	4403992	4441282	24F1-24F1	2-13.5
2L	4411155	4411824	24F1-24F1	2-13.5
2L	4418977	4419048	24F2-24F2	2-13.5
2L	4433908	4435057	24F2-24F2	2-13.5
2L	4433908	4435057	24F2-24F2	2-13.5
2L	4437787	4438201	24F2-24F2	2-13.5
2L	4441429	4442060	24F2-24F2	2-13.5
2L	4442320	4442985	24F2-24F2	2-13.5
2L	4442870	4444680	24F2-24F2	2-13.5
2L	4444732	4446765	24F2-24F2	2-13.5
2L	4446670	4448635	24F2-24F3	2-13.5
2L	4449295	4453038	24F3-24F3	2-13.5
2L	4453169	4454453	24F3-24F3	2-13.5
2L	4454626	4455207	24F3-24F3	2-13.5
2L	4455137	4456807	24F3-24F3	2-13.5
2L	4457186	4458364	24F3-24F8	2-13.5
2L	4457603	4457674	24F3-24F3	2-13.5
2L	4458595	4459638	24F3-24F3	2-13.5
2L	4459729	4461746	24F3-24F3	2-13.5
2L	4461657	4463447	24F3-24F3	2-13.5
2L	4463611	4465075	24F3-24F4	2-13.5
2L	4465174	4468022	24F4-24F4	2-13.5
2L	4468000	4477022	24F4-24F4	2-13.5
2L	4477462	4614300	24F4-25A1	2-13.7
2L	4577719	4578218	25A1-25A1	2-13.7
2L	4582250	4582968	25A1-25A1	2-13.7
2L	4619587	4620918	25A2-25A2	2-13.9
2L	4633881	4634342	25A2-25A2	2-13.9
2L	4641296	4642872	25A2-25A2	2-13.9
2L	4642972	4646562	25A2-25A2	2-13.9
2L	4647051	4647920	25A2-25A2	2-13.9
2L	4651403	4652892	25A2-25A2	2-13.9
2L	4682677	4687232	25A3-25A3	2-13.9
2L	4683052	4684461	25A3-25A3	2-13.9
2L	4687511	4688956	25A3-25A3	2-13.9
2L	4688965	4690702	25A3-25A3	2-13.9
2L	4694721	4722465	25A3-25A3	2-14.2
2L	4700835	4701485	25A3-25A3	2-14.4
2L	4732413	4734458	25A4-25A4	2-14.4
2L	4734592	4794044	25A4-25A6	2-14.4
2L	4762895	4763951	25A4-25A4	2-14.4
2L	4794549	4796581	25A6-25A6	2-14.4
2L	4796600	4801923	25A6-25A6	2-14.9
2L	4811711	4811945	25A6-25A6	2-15.4
2L	4813009	4815891	25A6-25A6	2-15.4
2L	4815613	4818245	25A6-25A7	2-15.4
2L	4817816	4817881	25A7-25A7	2-15.4
2L	4821774	4828945	25A7-25A8	2-15.4
2L	4829214	4830693	25A8-25A8	2-15.4
2L	4829980	4830039	25A8-25A8	2-15.4
2L	4830846	4835300	25A8-25A8	2-15.4
2L	4835335	4837999	25A8-25A8	2-15.4
2L	4838347	4841465	25A8-25A8	2-15.4
2L	4841482	4847295	25A8-25B1	2-15.4
2L	4847766	4849499	25B1-25B1	2-15.4
2L	4849439	4850419	25B1-25B1	2-15.4
2L	4850641	4852640	25B1-25B1	2-15.4
2L	4852864	4876792	25B1-25B1	2-15.4
2L	4876891	4883107	25B1-25B1	2-15.4
2L	4883298	4885669	25B1-25B1	2-15.4
2L	4889995	4891277	25B1-25B1	2-15.4
2L	4891327	4891845	25B1-25B1	2-15.4
2L	4892112	4903889	25B1-25B2	2-15.7
2L	4903865	4906762	25B2-25B3	2-16.0
2L	4908581	4932384	25B3-25B3	2-16.0
2L	4933047	4936450	25B4-25B4	2-16.0
2L	4937409	4941423	25B4-25B4	2-16.0
2L	4942742	4944305	25B4-25B4	2-16.0
2L	4944256	4945361	25B4-25B4	2-16.0
2L	4945579	4948324	25B4-25B4	2-16.0
2L	4948206	4949784	25B4-25B4	2-16.0
2L	4949941	4950767	25B4-25B4	2-16.0
2L	4952243	4953136	25B4-25B4	2-16.0
2L	4954279	4955144	25B4-25B4	2-16.0
2L	4955509	4958292	25B4-25B4	2-16.0
2L	4958411	4965430	25B4-25B5	2-16.0
2L	4963976	4965425	25B5-25B5	2-16.0
2L	4965673	4966399	25B5-25B5	2-16.0
2L	4966367	4967775	25B5-25B5	2-16.0
2L	4967832	4968935	25B1-25B1	2-16.0
2L	4969004	4970216	25B5-25B5	2-16.0
2L	4970135	4973921	25B5-25B5	2-16.0
2L	4971702	4973687	25B5-25B5	2-16.0
2L	4973976	4975316	25B5-25B5	2-16.0
2L	4975300	4977023	25B5-25B5	2-16.0
2L	4977312	4978567	25B5-25B5	2-16.0
2L	4978484	4979379	25B5-25B5	2-16.0
2L	4979513	4981592	25B5-25B5	2-16.0
2L	4981614	4992702	25B5-25B9	2-16.0
2L	4992808	5009720	25B9-25C1	2-16.3
2L	5009931	5010834	25C1-25C1	2-16.5
2L	5009931	5010834	25B10-25B10	2-16.5
2L	5010922	5012127	25C1-25C1	2-16.5
2L	5012144	5028191	25C1-25C1	2-16.5
2L	5029609	5037279	25C1-25C1	2-16.5
2L	5037709	5040818	25C1-25C1	2-16.5
2L	5037709	5040818	25C1-25C1	2-16.5
2L	5040648	5044712	25C1-25C1	2-16.5
2L	5043270	5048365	25C1-25C1	2-16.5
2L	5043270	5048365	25C1-25C1	2-16.5
2L	5043270	5048365	25C1-25C1	2-16.5
2L	5047818	5051062	25C1-25C3	2-16.5
2L	5051193	5053094	25C3-25C3	2-16.5
2L	5052843	5054575	25C3-25C3	2-16.5
2L	5054579	5055016	25C3-25C3	2-16.5
2L	5055058	5056149	25C3-25C3	2-16.5
2L	5055982	5058248	25C3-25C3	2-16.5
2L	5058404	5059790	25C3-25C3	2-16.5
2L	5060473	5060806	25C3-25C3	2-16.5
2L	5060815	5070750	25C3-25C4	2-16.5
2L	5062636	5063442	25C3-25C3	2-16.5
2L	5068570	5068684	25C4-25C4	2-16.5
2L	5070887	5071109	25C4-25C4	2-16.5
2L	5070957	5072055	25C4-25C4	2-16.5
2L	5072170	5093592	25C4-25C6	2-16.5
2L	5093976	5095910	25C6-25C6	2-16.5
2L	5096227	5099294	25C6-25C6	2-16.5
2L	5099177	5100288	25C6-25C6	2-16.7
2L	5100877	5207002	25C6-25C6	2-17.3
2L	5187778	5187922	25C9-25C9	2-16.9
2L	5193471	5193516	25C9-25C9	2-16.9
2L	5196035	5196097	25C10-25C10	2-16.9
2L	5202383	5202522	25C10-25C10	2-17.6
2L	5206205	5206361	25C10-25C10	2-17.6
2L	5207267	5209345	25C10-25C10	2-17.6
2L	5210460	5212445	25C10-25C10	2-17.6
2L	5212395	5215081	25C10-25D1	2-17.6
2L	5215189	5216542	25D1-25D1	2-17.6
2L	5216701	5219053	25D1-25D1	2-17.6
2L	5219000	5271384	25D1-25D2	2-17.6
2L	5240766	5240837	25D2-25D2	2-17.6
2L	5241106	5241177	25D2-25D2	2-17.6
2L	5242699	5244239	25D2-25D2	2-17.6
2L	5258942	5259992	25D2-25D2	2-17.6
2L	5264001	5265899	25D2-25D2	2-17.6
2L	5266392	5268455	25D2-25D2	2-17.6
2L	5268498	5270329	25D2-25D2	2-17.6
2L	5271728	5278548	25D2-25D3	2-17.6
2L	5278865	5283283	25D3-25D3	2-17.6
2L	5287447	5288667	25D4-25D4	2-17.6
2L	5287848	5288361	25D4-25D4	2-17.6
2L	5288944	5311223	25D4-25D5	2-17.7
2L	5297486	5297928	25D4-25D4	2-17.6
2L	5311311	5314895	25D5-25D5	2-17.8
2L	5315290	5326683	25D5-25D6	2-17.8
2L	5326504	5326832	25D6-25D6	2-17.8
2L	5327227	5327969	25D6-25D6	2-17.8
2L	5327975	5328879	25D6-25D6	2-17.8
2L	5329857	5330464	25D6-25D6	2-17.8
2L	5330470	5338073	25D6-25D6	2-17.8
2L	5339132	5342234	25D6-25D6	2-17.8
2L	5346200	5365760	25D6-25D7	2-17.8
2L	5379095	5381074	25E1-25E1	2-17.8
2L	5387551	5388632	25E1-25E1	2-17.8
2L	5404280	5416593	25E1-25E1	2-18.1
2L	5431842	5432604	25E2-25E2	2-18.1
2L	5432822	5433522	25E2-25E2	2-18.1
2L	5433676	5434236	25E2-25E2	2-18.1
2L	5435582	5439277	25E2-25E2	2-18.1
2L	5437634	5437749	25E2-25E2	2-18.1
2L	5461639	5467610	25E2-25E2	2-18.1
2L	5486905	5487191	25E3-25E3	2-18.1
2L	5517737	5518949	25E5-25E5	2-18.5
2L	5518893	5519896	25E5-25E5	2-18.5
2L	5520135	5521382	25E5-25E5	2-18.5
2L	5521281	5523898	25E5-25E5	2-18.5
2L	5524139	5525809	25E5-25E5	2-18.5
2L	5525738	5526943	25E5-25E5	2-18.5
2L	5525905	5535958	25E5-25E5	2-18.5
2L	5526957	5527854	25E5-25E5	2-18.5
2L	5528123	5530682	25E5-25E5	2-18.5
2L	5530620	5532223	25E5-25E5	2-18.5
2L	5535861	5536758	25E5-25E5	2-18.5
2L	5536850	5539196	25E5-25E6	2-18.5
2L	5539326	5542314	25E6-25E6	2-18.5
2L	5542480	5546642	25E6-25E6	2-18.5
2L	5547086	5549614	25E6-25E6	2-18.5
2L	5549709	5550835	25E6-25E6	2-18.5
2L	5551838	5552756	25E6-25E6	2-18.5
2L	5552843	5553850	25E6-25E6	2-18.5
2L	5553897	5555137	25E6-25E6	2-18.5
2L	5555072	5558994	25E6-25E6	2-18.5
2L	5559342	5563502	25E6-25E6	2-18.5
2L	5564811	5565755	25E6-25E6	2-18.5
2L	5565619	5565766	25E6-25E6	2-18.5
2L	5579580	5581116	25F1-25F1	2-18.5
2L	5587115	5588414	25F1-25F1	2-18.5
2L	5596833	5598636	25F1-25F1	2-18.5
2L	5601723	5617946	25F1-25F1	2-18.7
2L	5615230	5615661	25F1-25F1	2-18.7
2L	5619794	5620280	25F1-25F1	2-18.7
2L	5620615	5623762	25F1-25F1	2-18.7
2L	5626291	5658560	25F1-25F2	2-18.7
2L	5631624	5632660	25F1-25F2	2-18.7
2L	5640940	5641037	25F2-25F2	2-18.7
2L	5641063	5641155	25F2-25F2	2-18.7
2L	5641191	5641279	25F2-25F2	2-18.7
2L	5641298	5641389	25F2-25F2	2-18.7
2L	5641990	5642078	25F2-25F2	2-18.7
2L	5642102	5642201	25F2-25F2	2-18.7
2L	5661902	5662232	25F2-25F2	2-18.7
2L	5662849	5670838	25F2-25F2	2-18.7
2L	5678582	5679499	25F2-25F2	2-18.7
2L	5690529	5691770	25F3-25F3	2-18.7
2L	5690530	5691421	25F3-25F3	2-18.7
2L	5706374	5713791	25F3-25F3	2-18.9
2L	5715349	5716680	25F3-25F3	2-18.9
2L	5715678	5716426	25F3-25F3	2-18.9
2L	5716701	5718067	25F3-25F3	2-18.9
2L	5718121	5720899	25F3-25F3	2-18.9
2L	5721051	5723944	25F3-25F3	2-18.9
2L	5724656	5762420	25F3-25F4	2-18.9
2L	5726415	5728811	25F4-25F4	2-18.9
2L	5733675	5741244	25F4-25F4	2-18.9
2L	5746157	5747961	25F4-25F4	2-18.9
2L	5762553	5766142	25F4-25F4	2-18.9
2L	5767002	5800253	25F4-25F5	2-18.9
2L	5769752	5771537	25F4-25F4	2-18.9
2L	5784031	5784893	25F4-25F4	2-18.9
2L	5800517	5801975	25F5-25F5	2-19.0
2L	5802220	5804030	25F5-25F5	2-19.0
2L	5805395	5809063	25F5-25F5	2-19.0
2L	5809702	5810216	25F5-25F5	2-19.0
2L	5810352	5810835	25F5-25F5	2-19.0
2L	5811574	5811925	25F5-25F5	2-19.0
2L	5817890	5818443	25F5-25F5	2-19.0
2L	5824004	5856767	25F5-26A1	2-19.0
2L	5859769	5879498	26A1-26A1	2-19.0
2L	5883741	5884345	26A1-26A1	2-19.0
2L	5884350	5884774	26A1-26A1	2-19.0
2L	5884888	5885491	26A1-26A1	2-19.0
2L	5886002	5886609	26A1-26A1	2-19.0
2L	5887204	5887989	26A1-26A1	2-19.0
2L	5888149	5888484	26A1-26A1	2-19.0
2L	5892298	5892862	26A1-26A1	2-19.0
2L	5892883	5893896	26A1-26A1	2-19.0
2L	5899949	5900380	26A1-26A1	2-19.1
2L	5903178	5904689	26A1-26A1	2-19.2
2L	5904958	5906250	26A1-26A1	2-19.2
2L	5907169	5922776	26A1-26A1	2-19.2
2L	5908927	5910289	26A1-26A1	2-19.2
2L	5922876	5923653	26A1-26A1	2-19.2
2L	5925205	5925961	26A1-26A1	2-19.2
2L	5925937	5939261	26A1-26A2	2-19.2
2L	5940033	5940250	26A2-26A2	2-19.2
2L	5941995	5942584	26A2-26A3	2-19.2
2L	5942623	5943304	26A3-26A3	2-19.2
2L	5943643	5948968	26A3-26A3	2-19.2
2L	5947647	5948397	26A3-26A3	2-19.2
2L	5949450	5955235	26A3-26A3	2-19.2
2L	5955312	5956466	26A3-26A3	2-19.2
2L	5956489	5956819	26A3-26A3	2-19.2
2L	5957004	5957639	26A3-26A3	2-19.2
2L	5958005	5958631	26A3-26A3	2-19.2
2L	5959596	5960340	26A3-26A3	2-19.2
2L	5963087	5964951	26A4-26A4	2-19.2
2L	5965391	5967752	26A4-26A4	2-19.2
2L	5968566	5969761	26A4-26A5	2-19.2
2L	5969859	5971025	26A5-26A5	2-19.2
2L	5969859	5971025	26A5-26A5	2-19.2
2L	5972115	5981018	26A5-26B2	2-19.2
2L	5981764	5985909	26B2-26B2	2-19.2
2L	5986348	5988854	26B2-26B2	2-19.2
2L	5989400	5999501	26B2-26B2	2-19.2
2L	6000228	6003738	26B2-26B2	2-19.5
2L	6003574	6006827	26B2-26B2	2-19.5
2L	6004167	6006333	26B2-26B2	2-19.5
2L	6007364	6012338	26B2-26B2	2-19.5
2L	6013059	6019402	26B2-26B3	2-19.5
2L	6020835	6021718	26B3-26B3	2-19.5
2L	6022951	6024539	26B3-26B3	2-19.5
2L	6025870	6034423	26B3-26B3	2-19.5
2L	6034731	6037015	26B3-26B3	2-19.5
2L	6036997	6037902	26B3-26B3	2-19.5
2L	6038117	6041283	26B3-26B3	2-19.5
2L	6041181	6046050	26B3-26B3	2-19.5
2L	6045627	6045713	26B3-26B3	2-19.5
2L	6046516	6048706	26B3-26B3	2-19.5
2L	6046651	6048706	26B3-26B3	2-19.5
2L	6048002	6050474	26B3-26B3	2-19.5
2L	6050800	6053877	26B3-26B3	2-19.5
2L	6054302	6060169	26B3-26B4	2-19.5
2L	6060510	6060938	26B4-26B4	2-19.5
2L	6060842	6062757	26B4-26B4	2-19.5
2L	6062989	6063671	26B4-26B4	2-19.5
2L	6063562	6065953	26B4-26B4	2-19.5
2L	6065997	6067635	26B4-26B4	2-19.5
2L	6067668	6068594	26B4-26B4	2-19.5
2L	6069079	6069838	26B4-26B4	2-19.5
2L	6069790	6070686	26B4-26B4	2-19.5
2L	6070990	6073961	26B4-26B4	2-19.5
2L	6074251	6074796	26B4-26B4	2-19.5
2L	6078453	6079736	26B4-26B4	2-19.5
2L	6079764	6080128	26B4-26B4	2-19.5
2L	6082603	6096498	26B5-26B5	2-19.5
2L	6091412	6096498	26B5-26B5	2-19.5
2L	6096698	6098966	26B5-26B5	2-19.5
2L	6100377	6124653	26B5-26B7	2-19.6
2L	6118512	6120522	26B7-26B7	2-19.6
2L	6125132	6125911	26B7-26B7	2-19.6
2L	6125879	6127775	26B7-26B7	2-19.6
2L	6127872	6130651	26B7-26B8	2-19.6
2L	6127872	6130651	26B7-26B8	2-19.6
2L	6131023	6132484	26B8-26B8	2-19.6
2L	6133258	6133674	26B8-26B8	2-19.6
2L	6138867	6139309	26B8-26B8	2-19.6
2L	6139382	6145010	26B8-26B8	2-19.6
2L	6151969	6153701	26B8-26B8	2-19.6
2L	6153840	6155141	26B8-26B9	2-19.6
2L	6160400	6161309	26B9-26B9	2-19.6
2L	6179133	6211114	26B11-26B11	2-19.8
2L	6225048	6226842	26B11-26B11	2-20.1
2L	6231807	6232160	26B11-26B11	2-20.1
2L	6253123	6323466	26C1-26C2	2-20.2
2L	6255859	6256822	26C1-26C1	2-20.1
2L	6263557	6264490	26C1-26C1	2-20.1
2L	6271024	6271468	26C1-26C1	2-20.1
2L	6308377	6308751	26C2-26C2	2-20.4
2L	6308819	6309475	26C2-26C2	2-20.4
2L	6323767	6332789	26C2-26C3	2-20.4
2L	6332881	6338671	26C3-26C3	2-20.4
2L	6338836	6346280	26C3-26C3	2-20.4
2L	6346430	6348427	26C3-26C3	2-20.4
2L	6349393	6351034	26C3-26C3	2-20.4
2L	6352324	6354331	26C3-26C3	2-20.4
2L	6354956	6356672	26C3-26C3	2-20.4
2L	6357005	6358318	26C3-26C3	2-20.4
2L	6358345	6359994	26C3-26C3	2-20.4
2L	6360403	6361385	26C3-26C3	2-20.4
2L	6367882	6370190	26C4-26C4	2-20.4
2L	6372388	6377284	26C4-26C4	2-20.4
2L	6377771	6411326	26C4-26D1	2-20.6
2L	6381266	6383419	26C4-26C4	2-20.4
2L	6383435	6385512	26C4-26D1	2-20.4
2L	6395853	6397249	26D1-26D1	2-20.4
2L	6412315	6415335	26D1-26D1	2-20.8
2L	6415179	6423310	26D1-26D1	2-20.8
2L	6424336	6426371	26D1-26D1	2-20.8
2L	6426724	6448403	26D1-26D4	2-20.8
2L	6448464	6455929	26D4-26D5	2-20.8
2L	6456052	6459008	26D5-26D5	2-20.8
2L	6459015	6465669	26D5-26D7	2-20.8
2L	6466217	6467698	26D7-26D7	2-20.8
2L	6468538	6473904	26D7-26D7	2-20.8
2L	6474438	6476975	26D7-26D7	2-20.8
2L	6477182	6480575	26D7-26D8	2-20.8
2L	6480661	6480930	26D8-26D8	2-20.8
2L	6480929	6487576	26D8-26D9	2-20.8
2L	6487342	6488756	26D9-26D9	2-20.8
2L	6489090	6490194	26D9-26D9	2-20.8
2L	6490155	6490843	26D9-26D9	2-20.8
2L	6491061	6496988	26D9-26D9	2-20.8
2L	6492974	6494532	26D9-26D9	2-20.8
2L	6497053	6498466	26D9-26D9	2-20.8
2L	6498647	6526996	26D9-26E1	2-20.9
2L	6507424	6508404	26D11-26D11	2-21.1
2L	6527447	6546976	26E1-26E2	2-21.1
2L	6551854	6552436	26E3-26E3	2-21.1
2L	6555717	6557502	26E3-26E3	2-21.1
2L	6557800	6559308	26E3-26E3	2-21.1
2L	6559426	6562289	26E3-26E3	2-21.1
2L	6559431	6560133	26E3-26E3	2-21.1
2L	6562325	6564709	26E3-26E3	2-21.1
2L	6564112	6566181	26E3-26E3	2-21.1
2L	6568400	6601068	26E3-26F1	2-21.3
2L	6611011	6617117	26F1-26F1	2-21.5
2L	6617134	6621700	26F1-26F3	2-21.5
2L	6619080	6619446	26F1-26F2	2-21.5
2L	6623112	6625359	26F3-26F3	2-21.5
2L	6625138	6632407	26F3-26F3	2-21.5
2L	6632798	6649114	26F3-26F3	2-21.5
2L	6649388	6654574	26F3-26F5	2-21.5
2L	6654760	6656321	26F5-26F5	2-21.5
2L	6656459	6658152	26F5-26F5	2-21.5
2L	6658517	6662033	26F5-26F6	2-21.5
2L	6662061	6663612	26F6-26F6	2-21.5
2L	6663664	6674780	26F6-26F7	2-21.5
2L	6663664	6674780	26F6-26F7	2-21.5
2L	6666264	6668033	26F6-26F6	2-21.5
2L	6671065	6673347	26F6-26F6	2-21.5
2L	6674682	6676635	26F7-26F7	2-21.5
2L	6676649	6677625	26F7-26F7	2-21.5
2L	6677835	6684364	26F7-26F7	2-21.5
2L	6684842	6686712	26F7-26F7	2-21.5
2L	6686791	6709086	26F7-27A1	2-21.6
2L	6711286	6716186	27A1-27A1	2-21.6
2L	6717625	6719389	27A1-27A1	2-21.6
2L	6719394	6723359	27A1-27A1	2-21.6
2L	6723903	6732766	27A1-27A2	2-21.6
2L	6732866	6736149	27A2-27A2	2-21.6
2L	6736364	6740188	27A2-27A2	2-21.6
2L	6742502	6756133	27A2-27B1	2-21.6
2L	6744663	6745622	27A2-27A2	2-21.6
2L	6745000	6745078	27A2-27A2	2-21.6
2L	6747421	6747914	27B1-27B1	2-21.6
2L	6757864	6759628	27B1-27B1	2-21.6
2L	6759829	6772755	27B1-27B1	2-21.6
2L	6774041	6778444	27B1-27B1	2-21.6
2L	6778555	6786861	27B1-27B1	2-21.6
2L	6789770	6798862	27B1-27B2	2-21.6
2L	6799196	6799600	27B2-27B2	2-21.6
2L	6799744	6799816	27B2-27B2	2-21.6
2L	6799946	6800894	27B2-27B3	2-21.8
2L	6801358	6802840	27B3-27B3	2-22.0
2L	6803011	6804372	27B3-27B3	2-22.0
2L	6804324	6805792	27B3-27B3	2-22.0
2L	6812640	6813110	27B3-27B3	2-22.0
2L	6821934	6838995	27B4-27B4	2-22.0
2L	6852315	6853866	27C1-27C1	2-22.0
2L	6854142	6860849	27C1-27C1	2-22.0
2L	6860905	6870389	27C1-27C1	2-22.0
2L	6871335	6872536	27C1-27C1	2-22.0
2L	6872714	6874378	27C1-27C1	2-22.0
2L	6874900	6906656	27C1-27C4	2-22.1
2L	6902062	6902152	27C3-27C3	2-22.2
2L	6906666	6907844	27C4-27C4	2-22.2
2L	6908083	6911423	27C4-27C4	2-22.2
2L	6911090	6914138	27C4-27C4	2-22.2
2L	6914301	6920210	27C4-27C4	2-22.2
2L	6915581	6916445	27C4-27C4	2-22.2
2L	6916753	6918743	27C4-27C4	2-22.2
2L	6917210	6917310	27C4-27C4	2-22.2
2L	6920704	6932057	27C4-27C4	2-22.2
2L	6932121	6932954	27C4-27C4	2-22.2
2L	6932545	6942814	27C4-27C6	2-22.2
2L	6943178	6945289	27C6-27C6	2-22.2
2L	6945464	6948808	27C6-27C6	2-22.2
2L	6949310	6950207	27C6-27C6	2-22.2
2L	6950421	6954586	27C7-27C7	2-22.2
2L	6954357	6956950	27C7-27C7	2-22.2
2L	6957008	6959104	27C7-27C7	2-22.2
2L	6959099	6960328	27C7-27C7	2-22.2
