sample,location,longitude,latitude,FASTQ_file,file_loc
12BME10-121,bowdoin_me,-69.96,44,N712-N505_S65_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L003_R1_001.fastq.gz
12BME10-121,bowdoin_me,-69.96,44,N712-N505_S65_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L003_R2_001.fastq.gz
12BME10-121,bowdoin_me,-69.96,44,N712-N505_S65_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L004_R1_001.fastq.gz
12BME10-121,bowdoin_me,-69.96,44,N712-N505_S65_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N712-N505_S65_L004_R2_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L001_R1_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L001_R2_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L002_R1_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L002_R2_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L003_R1_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L003_R2_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L004_R1_001.fastq.gz
12BME10-213,bowdoin_me,-69.96,44,N705-N506_S28_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N705-N506_S28_L004_R2_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L001_R1_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L001_R2_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L002_R1_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L002_R2_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L003_R1_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L003_R2_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L004_R1_001.fastq.gz
12BME10-255,bowdoin_me,-69.96,44,N706-N506_S34_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_3/FASTQ/N706-N506_S34_L004_R2_001.fastq.gz
12BME10-112,bowdoin_me,-69.96,44,Plate_4_12BME10-112_N711_N507_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-112_N711_N507_L002_R2_001.fastq.gz
12BME10-112,bowdoin_me,-69.96,44,Plate_4_12BME10-112_N711_N507_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-112_N711_N507_L003_R2_001.fastq.gz
12BME10-112,bowdoin_me,-69.96,44,Plate_4_12BME10-112_N711_N507_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-112_N711_N507_L004_R1_001.fastq.gz
12BME10-280,bowdoin_me,-69.96,44,Plate_4_12BME10-280_N703_N517_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-280_N703_N517_L001_R1_001.fastq.gz
12BME10-280,bowdoin_me,-69.96,44,Plate_4_12BME10-280_N703_N517_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-280_N703_N517_L003_R2_001.fastq.gz
12BME10-280,bowdoin_me,-69.96,44,Plate_4_12BME10-280_N703_N517_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-280_N703_N517_L004_R2_001.fastq.gz
12BME10-231,bowdoin_me,-69.96,44,Plate_4_12BME10-231_N705_N517_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-231_N705_N517_L001_R2_001.fastq.gz
12BME10-231,bowdoin_me,-69.96,44,Plate_4_12BME10-231_N705_N517_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-231_N705_N517_L002_R1_001.fastq.gz
12BME10-231,bowdoin_me,-69.96,44,Plate_4_12BME10-231_N705_N517_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-231_N705_N517_L002_R2_001.fastq.gz
12BME10-231,bowdoin_me,-69.96,44,Plate_4_12BME10-231_N705_N517_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-231_N705_N517_L004_R2_001.fastq.gz
12BME10-221,bowdoin_me,-69.96,44,Plate_4_12BME10-221_N706_N517_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-221_N706_N517_L001_R2_001.fastq.gz
12BME10-221,bowdoin_me,-69.96,44,Plate_4_12BME10-221_N706_N517_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-221_N706_N517_L004_R1_001.fastq.gz
12BME10-252,bowdoin_me,-69.96,44,Plate_4_12BME10-252_N710_N517_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-252_N710_N517_L001_R1_001.fastq.gz
12BME10-252,bowdoin_me,-69.96,44,Plate_4_12BME10-252_N710_N517_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-252_N710_N517_L002_R1_001.fastq.gz
12BME10-252,bowdoin_me,-69.96,44,Plate_4_12BME10-252_N710_N517_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-252_N710_N517_L002_R2_001.fastq.gz
12BME10-252,bowdoin_me,-69.96,44,Plate_4_12BME10-252_N710_N517_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-252_N710_N517_L003_R2_001.fastq.gz
12BME10-252,bowdoin_me,-69.96,44,Plate_4_12BME10-252_N710_N517_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-252_N710_N517_L004_R1_001.fastq.gz
12BME10-256,bowdoin_me,-69.96,44,Plate_4_12BME10-256_N705_N502_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-256_N705_N502_L001_R2_001.fastq.gz
12BME10-256,bowdoin_me,-69.96,44,Plate_4_12BME10-256_N705_N502_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-256_N705_N502_L002_R1_001.fastq.gz
12BME10-256,bowdoin_me,-69.96,44,Plate_4_12BME10-256_N705_N502_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-256_N705_N502_L002_R2_001.fastq.gz
12BME10-256,bowdoin_me,-69.96,44,Plate_4_12BME10-256_N705_N502_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-256_N705_N502_L003_R2_001.fastq.gz
12BME10-256,bowdoin_me,-69.96,44,Plate_4_12BME10-256_N705_N502_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-256_N705_N502_L004_R1_001.fastq.gz
12BME10-234,bowdoin_me,-69.96,44,Plate_4_12BME10-234_N707_N502_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-234_N707_N502_L002_R1_001.fastq.gz
12BME10-234,bowdoin_me,-69.96,44,Plate_4_12BME10-234_N707_N502_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-234_N707_N502_L002_R2_001.fastq.gz
12BME10-234,bowdoin_me,-69.96,44,Plate_4_12BME10-234_N707_N502_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-234_N707_N502_L003_R2_001.fastq.gz
12BME10-246,bowdoin_me,-69.96,44,Plate_4_12BME10-246_N708_N502_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-246_N708_N502_L001_R1_001.fastq.gz
12BME10-246,bowdoin_me,-69.96,44,Plate_4_12BME10-246_N708_N502_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-246_N708_N502_L001_R2_001.fastq.gz
12BME10-246,bowdoin_me,-69.96,44,Plate_4_12BME10-246_N708_N502_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-246_N708_N502_L002_R2_001.fastq.gz
12BME10-246,bowdoin_me,-69.96,44,Plate_4_12BME10-246_N708_N502_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-246_N708_N502_L003_R1_001.fastq.gz
12BME10-246,bowdoin_me,-69.96,44,Plate_4_12BME10-246_N708_N502_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-246_N708_N502_L003_R2_001.fastq.gz
12BME10-246,bowdoin_me,-69.96,44,Plate_4_12BME10-246_N708_N502_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-246_N708_N502_L004_R1_001.fastq.gz
12BME10-246,bowdoin_me,-69.96,44,Plate_4_12BME10-246_N708_N502_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-246_N708_N502_L004_R2_001.fastq.gz
12BME10-202,bowdoin_me,-69.96,44,Plate_4_12BME10-202_N710_N502_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-202_N710_N502_L002_R1_001.fastq.gz
12BME10-202,bowdoin_me,-69.96,44,Plate_4_12BME10-202_N710_N502_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-202_N710_N502_L002_R2_001.fastq.gz
12BME10-202,bowdoin_me,-69.96,44,Plate_4_12BME10-202_N710_N502_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-202_N710_N502_L003_R1_001.fastq.gz
12BME10-202,bowdoin_me,-69.96,44,Plate_4_12BME10-202_N710_N502_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-202_N710_N502_L003_R2_001.fastq.gz
12BME10-202,bowdoin_me,-69.96,44,Plate_4_12BME10-202_N710_N502_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-202_N710_N502_L004_R1_001.fastq.gz
12BME10-202,bowdoin_me,-69.96,44,Plate_4_12BME10-202_N710_N502_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-202_N710_N502_L004_R2_001.fastq.gz
12BME10-212,bowdoin_me,-69.96,44,Plate_4_12BME10-212_N711_N502_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-212_N711_N502_L001_R1_001.fastq.gz
12BME10-212,bowdoin_me,-69.96,44,Plate_4_12BME10-212_N711_N502_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-212_N711_N502_L001_R2_001.fastq.gz
12BME10-212,bowdoin_me,-69.96,44,Plate_4_12BME10-212_N711_N502_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-212_N711_N502_L002_R1_001.fastq.gz
12BME10-212,bowdoin_me,-69.96,44,Plate_4_12BME10-212_N711_N502_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-212_N711_N502_L003_R1_001.fastq.gz
12BME10-135,bowdoin_me,-69.96,44,Plate_4_12BME10-135_N712_N502_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-135_N712_N502_L002_R1_001.fastq.gz
12BME10-135,bowdoin_me,-69.96,44,Plate_4_12BME10-135_N712_N502_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-135_N712_N502_L002_R2_001.fastq.gz
12BME10-135,bowdoin_me,-69.96,44,Plate_4_12BME10-135_N712_N502_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-135_N712_N502_L003_R1_001.fastq.gz
12BME10-135,bowdoin_me,-69.96,44,Plate_4_12BME10-135_N712_N502_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-135_N712_N502_L003_R2_001.fastq.gz
12BME10-135,bowdoin_me,-69.96,44,Plate_4_12BME10-135_N712_N502_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-135_N712_N502_L004_R1_001.fastq.gz
12BME10-277,bowdoin_me,-69.96,44,Plate_4_12BME10-277_N702_N503_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-277_N702_N503_L002_R2_001.fastq.gz
12BME10-277,bowdoin_me,-69.96,44,Plate_4_12BME10-277_N702_N503_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-277_N702_N503_L004_R1_001.fastq.gz
12BME10-108,bowdoin_me,-69.96,44,Plate_4_12BME10-108_N705_N503_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-108_N705_N503_L002_R2_001.fastq.gz
12BME10-108,bowdoin_me,-69.96,44,Plate_4_12BME10-108_N705_N503_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-108_N705_N503_L003_R1_001.fastq.gz
12BME10-108,bowdoin_me,-69.96,44,Plate_4_12BME10-108_N705_N503_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-108_N705_N503_L003_R2_001.fastq.gz
12BME10-108,bowdoin_me,-69.96,44,Plate_4_12BME10-108_N705_N503_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-108_N705_N503_L004_R2_001.fastq.gz
12BME10-253,bowdoin_me,-69.96,44,Plate_4_12BME10-253_N706_N503_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-253_N706_N503_L001_R1_001.fastq.gz
12BME10-253,bowdoin_me,-69.96,44,Plate_4_12BME10-253_N706_N503_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-253_N706_N503_L002_R1_001.fastq.gz
12BME10-253,bowdoin_me,-69.96,44,Plate_4_12BME10-253_N706_N503_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-253_N706_N503_L002_R2_001.fastq.gz
12BME10-253,bowdoin_me,-69.96,44,Plate_4_12BME10-253_N706_N503_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-253_N706_N503_L003_R2_001.fastq.gz
12BME10-253,bowdoin_me,-69.96,44,Plate_4_12BME10-253_N706_N503_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-253_N706_N503_L004_R1_001.fastq.gz
12BME10-253,bowdoin_me,-69.96,44,Plate_4_12BME10-253_N706_N503_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-253_N706_N503_L004_R2_001.fastq.gz
12BME10-267,bowdoin_me,-69.96,44,Plate_4_12BME10-267_N711_N504_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-267_N711_N504_L001_R1_001.fastq.gz
12BME10-267,bowdoin_me,-69.96,44,Plate_4_12BME10-267_N711_N504_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-267_N711_N504_L002_R1_001.fastq.gz
12BME10-267,bowdoin_me,-69.96,44,Plate_4_12BME10-267_N711_N504_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-267_N711_N504_L002_R2_001.fastq.gz
12BME10-267,bowdoin_me,-69.96,44,Plate_4_12BME10-267_N711_N504_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-267_N711_N504_L003_R2_001.fastq.gz
12BME10-270,bowdoin_me,-69.96,44,Plate_4_12BME10-270_N712_N504_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-270_N712_N504_L002_R1_001.fastq.gz
12BME10-270,bowdoin_me,-69.96,44,Plate_4_12BME10-270_N712_N504_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-270_N712_N504_L002_R2_001.fastq.gz
12BME10-270,bowdoin_me,-69.96,44,Plate_4_12BME10-270_N712_N504_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-270_N712_N504_L003_R1_001.fastq.gz
12BME10-270,bowdoin_me,-69.96,44,Plate_4_12BME10-270_N712_N504_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-270_N712_N504_L004_R1_001.fastq.gz
12BME10-133,bowdoin_me,-69.96,44,Plate_4_12BME10-133_N702_N505_L001_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-133_N702_N505_L001_R1_001.fastq.gz
12BME10-133,bowdoin_me,-69.96,44,Plate_4_12BME10-133_N702_N505_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-133_N702_N505_L001_R2_001.fastq.gz
12BME10-133,bowdoin_me,-69.96,44,Plate_4_12BME10-133_N702_N505_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-133_N702_N505_L002_R1_001.fastq.gz
12BME10-133,bowdoin_me,-69.96,44,Plate_4_12BME10-133_N702_N505_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-133_N702_N505_L003_R1_001.fastq.gz
12BME10-133,bowdoin_me,-69.96,44,Plate_4_12BME10-133_N702_N505_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-133_N702_N505_L003_R2_001.fastq.gz
12BME10-133,bowdoin_me,-69.96,44,Plate_4_12BME10-133_N702_N505_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-133_N702_N505_L004_R2_001.fastq.gz
12BME10-225,bowdoin_me,-69.96,44,Plate_4_12BME10-225_N703_N505_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L001_R2_001.fastq.gz
12BME10-225,bowdoin_me,-69.96,44,Plate_4_12BME10-225_N703_N505_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L002_R1_001.fastq.gz
12BME10-225,bowdoin_me,-69.96,44,Plate_4_12BME10-225_N703_N505_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L002_R2_001.fastq.gz
12BME10-225,bowdoin_me,-69.96,44,Plate_4_12BME10-225_N703_N505_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L003_R2_001.fastq.gz
12BME10-225,bowdoin_me,-69.96,44,Plate_4_12BME10-225_N703_N505_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L004_R1_001.fastq.gz
12BME10-225,bowdoin_me,-69.96,44,Plate_4_12BME10-225_N703_N505_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-225_N703_N505_L004_R2_001.fastq.gz
12BME10-136,bowdoin_me,-69.96,44,Plate_4_12BME10-136_N704_N505_L001_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-136_N704_N505_L001_R2_001.fastq.gz
12BME10-136,bowdoin_me,-69.96,44,Plate_4_12BME10-136_N704_N505_L003_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-136_N704_N505_L003_R1_001.fastq.gz
12BME10-136,bowdoin_me,-69.96,44,Plate_4_12BME10-136_N704_N505_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-136_N704_N505_L003_R2_001.fastq.gz
12BME10-136,bowdoin_me,-69.96,44,Plate_4_12BME10-136_N704_N505_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-136_N704_N505_L004_R2_001.fastq.gz
12BME10-216,bowdoin_me,-69.96,44,Plate_4_12BME10-216_N706_N505_L002_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L002_R1_001.fastq.gz
12BME10-216,bowdoin_me,-69.96,44,Plate_4_12BME10-216_N706_N505_L002_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L002_R2_001.fastq.gz
12BME10-216,bowdoin_me,-69.96,44,Plate_4_12BME10-216_N706_N505_L003_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L003_R2_001.fastq.gz
12BME10-216,bowdoin_me,-69.96,44,Plate_4_12BME10-216_N706_N505_L004_R1_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L004_R1_001.fastq.gz
12BME10-216,bowdoin_me,-69.96,44,Plate_4_12BME10-216_N706_N505_L004_R2_001.fastq.gz,/project/berglandlab/Data_from_WorkStation/icy_1/inbreedlines/plate_4/FASTQ/Plate_4_12BME10-216_N706_N505_L004_R2_001.fastq.gz
