site_ix,chrom,pos,coef.div,p.div,sigLevel,FDR,afShift,comparison
1310000,3R,8741141,-0.385546005782155,1.06535451271927e-05,2,0.0193264050597417,-0.0935757,4_3
1310002,3R,8741194,-0.292554143401435,0.000505015078871351,1,0.173965392487178,-0.0714279,4_3
1310003,3R,8741196,-0.3259616798187,7.6442123799203e-05,1,0.0612525234987253,-0.0801304,4_3
1310004,3R,8741228,-0.314282906195972,3.15090447983168e-05,2,0.0371262681991299,-0.078214,4_3
1310005,3R,8741230,-0.318341185116305,3.17630982896722e-05,2,0.0373019294856734,-0.0797438,4_3
1310006,3R,8741244,-0.318341185116305,2.77032155492352e-05,2,0.0344215861390748,-0.0797438,4_3
1310008,3R,8741278,-0.310403626297199,6.52501263379568e-05,1,0.0561132442350605,-0.079184,4_3
1310033,3R,8743041,0.396352319574433,1.49344082428504e-05,2,0.0236375565951026,0.0687916,4_3
1310052,3R,8743328,0.335797665957195,7.02565508159392e-05,1,0.0586011582180888,0.0656566,4_3
1310096,3R,8745701,-0.427227376959004,0.000367175157235056,1,0.147198380015858,-0.04683801,4_3
1310109,3R,8752854,0.395425101442303,7.88951041719166e-07,3,0.00367527296488989,0.0817171999999999,4_3
1310112,3R,8753038,-0.650652380664883,0.000106992972587872,1,0.0739865466111279,-0.05523742,4_3
1310117,3R,8753405,0.392345010632797,1.71164894029463e-05,2,0.025761135457986,0.060926,4_3
1310138,3R,8755201,0.317230276082211,2.43632314471665e-05,2,0.0319690111462663,0.0662994,4_3
1310142,3R,8755523,0.364879489675227,5.86959130111087e-06,2,0.0133896458071665,0.0841052,4_3
1310143,3R,8755592,0.322666100082555,0.000229163472435068,1,0.114224890659865,0.0761195,4_3
1310144,3R,8755628,0.357346459911414,2.11361082946837e-05,2,0.029301552239564,0.0701563,4_3
1310145,3R,8755691,0.368838928969229,5.44581924544207e-06,2,0.0127949052168613,0.0709419,4_3
1310182,3R,8758847,0.292334413423408,6.35872762991818e-05,1,0.0552626420436806,0.0665286,4_3
1310198,3R,8760046,0.321724580034642,0.000496681089891648,1,0.172460271112614,0.0446716,4_3
1310199,3R,8760047,-0.320497811805989,3.22756668206248e-05,2,0.0376502612242181,-0.065785,4_3
1310200,3R,8760053,-0.289220747252795,0.000341475162351723,1,0.141429030074801,-0.054951,4_3
1310208,3R,8760835,0.399934026791563,1.08901619499946e-06,3,0.00452261943255996,0.0845452,4_3
1310231,3R,8761780,0.237325672541094,0.000419245840425519,1,0.158000754222005,0.056032,4_3
1310241,3R,8761991,0.293546253804825,6.51826335407169e-06,2,0.0142448041023249,0.0703918,4_3
1310256,3R,8762809,0.318071072565397,0.000186556693794193,1,0.101620970751293,0.0682002,4_3
1310259,3R,8762909,0.308329497834095,0.000145191242243436,1,0.0877409780265954,0.0577612,4_3
1310261,3R,8762973,-0.712989532943587,0.000553928830062778,1,0.182939896297216,-0.03943665,4_3
1310265,3R,8763066,0.377679772277133,2.60125540874068e-06,3,0.00806143838667183,0.0907904,4_3
1310266,3R,8763103,0.360122466446235,4.81938087326661e-06,2,0.0118050592997482,0.0873752,4_3
1310267,3R,8763126,0.374833258460109,3.3691240299949e-05,2,0.0386371306536259,0.0658218,4_3
1310268,3R,8763147,-0.487669594754618,1.72729853487041e-05,2,0.0258732252417511,-0.06622775,4_3
1310269,3R,8763152,-0.294662364992494,0.000184847054193527,1,0.101051429344755,-0.0729195,4_3
1310316,3R,8766326,0.384033270599856,1.63366510670393e-05,2,0.0249983468452531,0.0691977,4_3
1310320,3R,8766398,0.410885723226139,5.53441083412931e-05,1,0.0512606438285586,0.0577736,4_3
1310325,3R,8766755,0.384033270599856,1.55762122621139e-05,2,0.0242305570750959,0.0691977,4_3
1310328,3R,8767213,0.379569427461742,1.78837762816464e-05,2,0.0264105141779263,0.0684058,4_3
1310379,3R,8769970,0.437837011257224,7.37600016620377e-08,3,0.000709121856459639,0.0920361,4_3
1310381,3R,8770017,0.356245042949019,1.2352707224661e-05,2,0.0211040372069641,0.0851545,4_3
1310385,3R,8770073,0.384803648861257,1.05730201276355e-05,2,0.0192437666109532,0.0928597,4_3
1310392,3R,8770244,-0.400229322365887,4.77101232839727e-05,2,0.04697895487142,-0.02918259,4_3
1310399,3R,8770605,0.297333439405578,7.00251736160951e-05,1,0.0584946136854323,0.0723073999999999,4_3
1310404,3R,8770695,0.370720400551076,6.89992667104455e-05,1,0.0580266354913996,0.0823249,4_3
1310418,3R,8771260,-0.607854198705124,1.71958566684838e-05,2,0.0258164248018689,-0.0532493,4_3
1310421,3R,8771402,0.372929580130876,7.31344032944836e-06,2,0.0152979612483584,0.0813611,4_3
1310422,3R,8771504,0.375909019420615,1.88122395473611e-05,2,0.0272984601543065,0.0654717,4_3
1310425,3R,8771753,0.360768895784452,0.000115115686565193,1,0.0770690841273625,0.0583801,4_3
1310429,3R,8771845,0.374304621847491,3.63475732427787e-05,2,0.0402062889948877,0.0649653,4_3
1310438,3R,8772040,-0.572351190598849,0.00050525597194484,1,0.1739989249727,-0.0478759,4_3
1310445,3R,8772477,-0.363191426021342,1.40484804080909e-05,2,0.0228602406424243,-0.07531,4_3
1310447,3R,8772495,-0.352137628611528,3.2867208512144e-05,2,0.0380279284440905,-0.0752832,4_3
1310448,3R,8772496,-0.352137628611528,2.79091495880568e-05,2,0.0345786617361574,-0.0752832,4_3
1310449,3R,8772499,-0.352137628611528,2.47855865131985e-05,2,0.0323032280344019,-0.0752832,4_3
1310450,3R,8772506,-0.37406683344671,7.67411829216691e-06,2,0.0158005813938815,-0.0752284,4_3
1310462,3R,8773053,0.306721239362567,0.000279415209800127,1,0.127144569152295,0.0754214999999999,4_3
1310477,3R,8773687,0.379549815868245,7.67664185552519e-06,2,0.0158008059701152,0.0684058,4_3
1310545,3R,8776769,0.29919921936836,0.000342587887114276,1,0.141690269332477,0.0595253,4_3
1310597,3R,8779400,0.370876375220027,1.33007919667083e-06,3,0.00517925497837406,0.0920241,4_3
1310647,3R,8782135,0.314375665581497,1.58797309049996e-05,2,0.0245189791631126,0.0771251999999999,4_3
1310654,3R,8782283,0.2767225997973,0.000140833590894118,1,0.086264890058732,0.0683295,4_3
1310656,3R,8782290,0.279096184480964,0.000132851403200185,1,0.0836020053269323,0.067745,4_3
1310706,3R,8785731,0.361723043117614,5.98128135610443e-05,1,0.0535040840963901,0.0611239,4_3
1310707,3R,8785762,0.375923821596053,0.000111395385135715,1,0.0756965306377216,0.0653584,4_3
1310728,3R,8787833,0.363704330901558,7.05944430356986e-06,2,0.0149785734344484,0.0763111,4_3
1310733,3R,8788155,0.319463675085394,0.0006312322509614,1,0.19586942915868,0.0634018,4_3
1310738,3R,8788302,-0.359362870975201,1.4442305957818e-06,3,0.0054855991644013,-0.0823706,4_3
1310739,3R,8788304,-0.359362870975201,1.43394018459198e-06,3,0.00545552627045233,-0.0823706,4_3
1310740,3R,8788307,-0.359362870975201,1.52434930456025e-06,3,0.00569978323674127,-0.0823706,4_3
1310741,3R,8788311,-0.359362870975201,1.3658405978445e-06,3,0.00527144145910165,-0.0823706,4_3
1310742,3R,8788314,-0.359362870975201,1.35861480488053e-06,3,0.0052577186940065,-0.0823706,4_3
1310749,3R,8788448,-0.342954318292354,4.60953683056875e-06,2,0.0114845574753366,-0.081239,4_3
1310757,3R,8788977,0.373419333891336,8.92501724969463e-07,3,0.00399553372583861,0.0925141999999999,4_3
1310758,3R,8788980,0.379915008724578,6.9374359042973e-06,2,0.0148246369149155,0.0902823,4_3
1310759,3R,8788982,0.379915008724578,3.26535181027765e-06,3,0.00926649089234983,0.0902823,4_3
1310760,3R,8789014,0.358433122227431,3.86828639907799e-05,2,0.0416413891478802,0.0861402,4_3
1310772,3R,8789893,0.355404476875815,8.68803736958634e-05,1,0.0657457698235016,0.0840182,4_3
1310778,3R,8790315,0.378371658072159,6.59203382596951e-05,1,0.0564404070834504,0.0909075,4_3
1310779,3R,8790420,0.383643394940215,4.04754179130773e-05,2,0.0425914326324023,0.0923791,4_3
1310782,3R,8790522,0.389614305710061,4.01394522340226e-05,2,0.042428687844082,0.093962,4_3
1310783,3R,8790588,0.377367701584055,7.33005275279641e-05,1,0.0600052647056609,0.0925329,4_3
1310787,3R,8790657,0.379761783752138,3.17565217269333e-05,2,0.0373019294856734,0.0934991,4_3
1310788,3R,8790691,0.371191259771987,5.4937880366035e-05,1,0.0510371206419818,0.0865204,4_3
1310789,3R,8790774,0.375820743323972,5.69175834187474e-05,1,0.0520620443505705,0.0890448,4_3
1310790,3R,8790807,0.371031472664689,7.62025540543831e-05,1,0.0611370209668613,0.0890034,4_3
1310791,3R,8790874,0.363210345336795,0.000129233176756838,1,0.0823067359021106,0.0842967,4_3
1310792,3R,8790954,0.364794732215975,0.000180217079116751,1,0.0996860032556087,0.0857322,4_3
1310793,3R,8790982,0.348468528242061,0.000283748903514458,1,0.128147786677049,0.0855398,4_3
1310803,3R,8791530,0.334898541813971,0.000371238852823863,1,0.147987784968718,0.0745049,4_3
1310804,3R,8791719,0.35477575727689,0.000230564879376227,1,0.114629263848404,0.0801127,4_3
1310805,3R,8791724,0.35477575727689,0.000148386484430607,1,0.0888400339667587,0.0801127,4_3
1310806,3R,8791727,0.35477575727689,0.000145873727546042,1,0.0880031014608637,0.0801127,4_3
1310807,3R,8791972,0.378382614564123,3.58477494977194e-06,3,0.00982426978436956,0.0830222,4_3
1310808,3R,8791973,0.378382614564123,1.96421769538269e-06,3,0.00675825800931913,0.0830222,4_3
1310811,3R,8792576,0.262911020448614,0.000515054672382331,1,0.175926833891538,0.0620603,4_3
1310812,3R,8792577,0.262911020448614,0.000459620934936011,1,0.165743183061093,0.0620603,4_3
1310860,3R,8796705,0.322472843936894,3.15704179180143e-05,2,0.0371757556933742,0.0804061,4_3
1310864,3R,8796980,0.345822851275127,1.74948765940819e-06,3,0.00627484886861535,0.0798986,4_3
1310865,3R,8796996,0.32291808216691,4.93674948665035e-06,2,0.012003682606329,0.0728178,4_3
1310867,3R,8797111,0.274365968678692,0.000339403886341016,1,0.14101553198798,0.0625371,4_3
1310873,3R,8797418,0.359436282047968,4.89912519889835e-05,2,0.0477194383310417,0.0688338,4_3
1310907,3R,8800331,0.275794082024684,0.000200046634636464,1,0.105809451180473,0.0618076,4_3
1310908,3R,8800336,0.275794082024684,0.000181852291231688,1,0.100213344531322,0.0618076,4_3
1311034,3R,8808478,0.334107794621678,2.83125053646138e-05,2,0.0348402499643136,0.0804942,4_3
1311035,3R,8808480,0.334107794621678,4.16188332413858e-05,2,0.0432819625974918,0.0804942,4_3
1311053,3R,8810245,0.252539572786918,0.000333095381628512,1,0.139762259859337,0.0615148,4_3
1311062,3R,8811395,0.36811211127008,0.000369996147202456,1,0.147737926407277,0.0558818,4_3
1311163,3R,8821893,0.25164555078026,0.000601920467105166,1,0.190967339042543,0.056524,4_3
1311181,3R,8825346,0.325169086011854,0.000114313177944192,1,0.0768173667290643,0.0729881,4_3
1311205,3R,8828856,0.328216438677853,0.000107559277970459,1,0.0741920130697319,0.0734706,4_3
1311210,3R,8829776,0.281006590721188,0.000119697588787271,1,0.0788019803201216,0.0659308,4_3
1311215,3R,8830425,0.276220011729706,0.000470455267872039,1,0.167726952643672,0.0594588,4_3
1311221,3R,8830731,0.258240386785119,0.000106879308229169,1,0.0739471194587711,0.0628963,4_3
1311222,3R,8830931,0.333671679135744,2.63819611883154e-05,2,0.0334869594185584,0.0747924,4_3
1311223,3R,8831014,-0.59749808884746,3.78391078185158e-05,2,0.0411319298478669,-0.05559428,4_3
1311227,3R,8832425,0.305242115227236,0.000183018513824851,1,0.100555366725617,0.0620488,4_3
1311245,3R,8835011,-0.260791008668997,0.00017286960730345,1,0.0973202231885386,-0.0448253000000001,4_3
1311285,3R,8840888,-0.512615226979944,7.4903850202479e-05,1,0.0605640058198638,-0.04238242,4_3
1311292,3R,8841388,-0.442361232131277,0.00040122763848871,1,0.154466703614199,-0.05533536,4_3
1311307,3R,8843674,0.361810685030763,0.000119261817063565,1,0.0786035842723878,0.0676403999999999,4_3
1311377,3R,8853029,-0.256903602365944,0.000232867570385209,1,0.115276535972735,-0.0599992,4_3
1311444,3R,8858953,-0.390165920828515,0.000222065755405287,1,0.112239891591003,-0.05628132,4_3
1311450,3R,8859211,-0.239880617171831,0.000456145662474539,1,0.165178580345381,-0.0471794,4_3
1311455,3R,8859558,-0.309712727450611,0.000507697391918138,1,0.174488448339332,-0.0494859,4_3
1311456,3R,8859567,-0.309712727450611,0.000474728944928393,1,0.168517851420217,-0.0494859,4_3
1311457,3R,8859570,-0.309712727450611,0.000453503421018464,1,0.164658042625795,-0.0494859,4_3
1311639,3R,8868124,-0.47608838152877,2.12494652521711e-05,2,0.0293904885780166,-0.05581291,4_3
1311669,3R,8869084,-0.333794459094313,0.000105006504181437,1,0.0732378118663447,-0.03542236,4_3
1311767,3R,8874619,-0.387631891003263,1.84325474772429e-07,3,0.00137756171305117,-0.0806295,4_3
1311774,3R,8875310,-0.598764031167248,0.000128146031011411,1,0.0819116381771742,-0.05537789,4_3
1311779,3R,8875762,-0.444042428796789,0.000201034613920514,1,0.106133090650978,-0.05440082,4_3
1311780,3R,8875792,-0.443989876118645,0.000246506535512503,1,0.118959426926421,-0.05413092,4_3
1311781,3R,8875810,-0.505488365200207,0.00019753038749859,1,0.105028587327513,-0.05428006,4_3
1311782,3R,8875872,-0.605541348545962,6.88392074210675e-05,1,0.0579428166206481,-0.05594458,4_3
1311788,3R,8876795,-0.599410677796827,6.14869790356298e-05,1,0.0543242039006433,-0.05619293,4_3
1312096,3R,8897721,-0.377552552478744,0.000209021843484369,1,0.108545275316847,-0.0622462,4_3
1312405,3R,8916247,-0.328710841637574,0.000557652742625425,1,0.183545576593568,-0.043121,4_3
1312412,3R,8916676,-0.373201386761205,3.01735464620645e-05,2,0.0361936846288994,-0.0594595,4_3
1312439,3R,8918593,-0.42878309803899,0.000269416298916081,1,0.124762931361752,-0.0495571,4_3
1312498,3R,8923074,-0.430614790995072,0.000210938745035971,1,0.109170312252208,-0.0491045,4_3
1312514,3R,8924306,-0.428887932523544,0.000149198267874739,1,0.089123915710942,-0.04848096,4_3
1312516,3R,8924493,-0.481428161887615,6.27829339150399e-05,1,0.0548667602127657,-0.04743539,4_3
1312520,3R,8924623,-0.506332226999477,4.14010030874712e-05,2,0.0431349089264087,-0.04949568,4_3
1312523,3R,8924737,-0.494650193152287,0.000213010450958562,1,0.109732462475334,-0.04921475,4_3
1312525,3R,8924845,-0.3708165716919,0.000656550208260942,1,0.19982791676114,-0.04513656,4_3
1312661,3R,8932131,0.386063068738554,0.000569897446210832,1,0.185752068118699,0.0455244,4_3
1312675,3R,8933096,-0.507686855468617,0.000537438652120414,1,0.179871350869496,-0.04940963,4_3
1312682,3R,8933554,0.374945662598586,0.000372208897929771,1,0.148144198895465,0.059965,4_3
1312831,3R,8941508,-0.295316986532092,0.000118011198749768,1,0.0781334590905102,-0.0588291,4_3
1312838,3R,8942005,-0.24249874561857,0.000419937573008511,1,0.1581553867559,-0.0570639,4_3
1312840,3R,8942085,-0.320408982571645,8.04537931609062e-06,2,0.016261394568466,-0.0784861,4_3
1312886,3R,8944365,-0.306713894123202,0.000106436575920243,1,0.0738306019556421,-0.0694541,4_3
1312931,3R,8946387,-0.296140557354211,0.000477825091286244,1,0.169066594640347,-0.0615552,4_3
1312932,3R,8946395,-0.296140557354211,0.000493303944506085,1,0.17181997268609,-0.0615552,4_3
1313461,3R,8983233,-0.292286209045423,0.000164132894293512,1,0.0942375248361264,-0.0658221,4_3
1313535,3R,8985973,-0.338712742701013,1.41458972450215e-05,2,0.0229480452901256,-0.0803737,4_3
1313874,3R,9002870,-0.363158675908587,0.000345036931088449,1,0.142320577016281,-0.02930528,4_3
1313875,3R,9002902,-0.619113845449074,3.39151630135426e-06,3,0.00948979691638311,-0.05776481,4_3
1313879,3R,9003045,-0.360074359935183,0.000119899607960883,1,0.0788695889413247,-0.01945795,4_3
1313932,3R,9005502,0.291294286419571,1.27604139534832e-05,2,0.0215132821211045,0.0712262,4_3
1313939,3R,9005935,0.282548881506103,3.7939799534259e-06,2,0.0101738467242975,0.0698636,4_3
1313943,3R,9005991,-0.458029945977688,0.000359807746512453,1,0.145709709105379,-0.05417084,4_3
1313983,3R,9007235,-0.456601113281867,7.54457766116712e-05,1,0.0608397179861032,-0.05439728,4_3
1313987,3R,9007419,0.259368305734559,2.62166882626369e-05,2,0.03339627383693,0.0615229,4_3
1314005,3R,9008466,0.320264104434959,2.47402767450389e-06,3,0.00781867715678819,0.0700411,4_3
1314017,3R,9008748,0.290609039715917,3.63732496357905e-05,2,0.0402247223162202,0.0704639999999999,4_3
1314120,3R,9013811,-0.492009594349044,0.000435012933310719,1,0.160981943819713,-0.04682259,4_3
1314237,3R,9019285,-0.348781901669847,9.17658614698613e-05,1,0.0677829349285493,-0.0663394,4_3
1314248,3R,9019588,-0.35488194299018,2.91646579846372e-05,2,0.0354681191769303,-0.0653774,4_3
1314249,3R,9019645,-0.389483522426666,1.16608246661931e-05,2,0.0203873835183783,-0.0694517,4_3
1314250,3R,9019653,-0.386535470209299,6.01783210130158e-06,2,0.0135984864120858,-0.0664112,4_3
1314434,3R,9028964,0.32357098561081,1.16187104048926e-07,3,0.000980455658290368,0.0787219,4_3
1314500,3R,9032262,0.2167647234236,0.000225328380137224,1,0.113243875353021,0.0482198,4_3
1314506,3R,9032625,0.230373798077029,0.0001151644063907,1,0.0770690841273625,0.0534885,4_3
1314510,3R,9032793,0.252293115994783,0.000119740813994129,1,0.0788158772656061,0.0575921,4_3
1314529,3R,9034082,0.21017085449912,0.000577429856918887,1,0.187069648149058,0.0478272,4_3
1314584,3R,9037722,0.268812797039645,3.92577874843703e-05,2,0.0419403082530384,0.0624986000000001,4_3
1314597,3R,9038339,-0.437579553189968,4.03673569127072e-05,2,0.042559441001317,-0.0630883,4_3
1314599,3R,9038453,-0.419826366439925,3.27517166318625e-05,2,0.0379473784003621,-0.0615635,4_3
1314643,3R,9040960,0.248029861582523,9.80183230847587e-06,2,0.0184212632493257,0.0565142,4_3
1314649,3R,9041018,0.248395723953384,6.29071313801299e-05,1,0.0549402690069457,0.0568635000000001,4_3
1314691,3R,9043065,0.216770706924065,6.23298733293254e-06,2,0.0138755264277358,0.0541014000000001,4_3
1314710,3R,9044594,0.215276348082585,0.000452355461402987,1,0.164451572386102,0.0528388,4_3
1314786,3R,9047589,0.209893540170368,0.000408290439973924,1,0.15597561429644,0.0506377,4_3
1314788,3R,9047613,0.213582747183479,0.000315554642383531,1,0.135434838567856,0.0512272,4_3
1314804,3R,9048516,0.242435432854178,4.48726728121684e-05,2,0.0452817560346504,0.0572527,4_3
1314807,3R,9048664,0.313419652134401,1.71995692133109e-08,3,0.000238130393563593,0.0765409,4_3
1314808,3R,9048808,0.294723581316732,1.71128862636039e-07,3,0.00130483237950134,0.0728862,4_3
1314812,3R,9048849,0.313755932377183,4.50496252746291e-07,3,0.00252622290257147,0.0766216999999999,4_3
1314882,3R,9052283,0.198639880689202,0.000382276911259694,1,0.1504625111755,0.0452855,4_3
1315017,3R,9061560,-0.520405081594844,0.000123572224649648,1,0.0802586365736372,-0.06092646,4_3
1315170,3R,9069926,0.215704037385709,0.000271011794236498,1,0.12521491722499,0.052529,4_3
1315506,3R,9091825,0.240044316647547,0.000245606679224464,1,0.118720421277685,0.0551628000000001,4_3
1315562,3R,9097342,-0.446701809734317,0.000115165017111507,1,0.0770690841273625,-0.05050322,4_3
1315616,3R,9099965,0.315212929043067,0.0002477502399586,1,0.119247731129025,0.0679321,4_3
1315674,3R,9103431,0.248194667382417,4.10813131008769e-05,2,0.0429417205777015,0.0609876,4_3
1315879,3R,9114901,0.259199181698205,0.000231952749962017,1,0.115061131786039,0.0630226,4_3
1315884,3R,9115388,0.319356058357936,0.000559858711845718,1,0.183942238310169,0.0734336,4_3
1315946,3R,9119728,-0.440930670269512,0.000527427202630548,1,0.178035998893022,-0.05003934,4_3
1315955,3R,9119909,-0.440930670269512,0.000541481418862455,1,0.180525415752153,-0.05003934,4_3
1316026,3R,9124452,-0.498717565113086,0.00062071950767173,1,0.194113785269965,-0.04339208,4_3
1316036,3R,9125007,-0.367593433060701,5.88695537695472e-06,2,0.0134074450221649,-0.05507636,4_3
1316088,3R,9128314,0.225991272537837,0.000379736518332896,1,0.149859495211612,0.054876,4_3
1316139,3R,9131030,0.227595812066543,0.000105355992602418,1,0.0733938208787993,0.0560471,4_3
1316140,3R,9131032,0.227595812066543,8.74687975781496e-05,1,0.0659672317832983,0.0560471,4_3
1316177,3R,9132782,0.256990381022349,0.000202507604442848,1,0.106594012628687,0.0417319,4_3
1316313,3R,9144725,0.234975111909678,0.000302787252684289,1,0.132522348662511,0.0619651,4_3
1316364,3R,9147069,-0.212634850120852,4.73815191711635e-05,2,0.0468168056931075,-0.0410398,4_3
1316505,3R,9152809,0.26874430618491,2.02751960518555e-05,2,0.0285324168458223,0.0671086,4_3
1316506,3R,9152826,0.291022474817986,2.11832516550103e-05,2,0.029324270810748,0.0725489,4_3
1316569,3R,9155976,0.297832945077763,2.90632429302828e-05,2,0.0354278383532367,0.0698134,4_3
1316761,3R,9163561,-0.273505922711421,0.000254074284345873,1,0.120854764489994,-0.0673941,4_3
1316846,3R,9166703,-0.297732026952853,0.000322362492185979,1,0.137033839063177,-0.0535377,4_3
1316847,3R,9166720,0.320293059042727,3.54744041426436e-05,2,0.0397607133497968,0.052319,4_3
1317022,3R,9174189,-0.717558463061245,0.000422796115201352,1,0.15868383001878,-0.0384595,4_3
1317072,3R,9176200,0.263312258125681,9.24575676932715e-05,1,0.0680892026601208,0.0626204,4_3
1317073,3R,9176201,0.252795439408908,0.000127762867618841,1,0.0817556242953945,0.062445,4_3
1317074,3R,9176208,0.240097109820618,0.000520374606111873,1,0.176906346801172,0.0612856999999999,4_3
1317075,3R,9176224,0.251520903627622,8.11403594740412e-05,1,0.0632752467797925,0.0641892000000001,4_3
1317077,3R,9176257,0.275595217816511,6.34667330259298e-05,1,0.0552112446903585,0.0683836,4_3
1317301,3R,9187647,-0.344895860103518,0.000189718550024809,1,0.102541335737943,-0.0548261,4_3
1317304,3R,9187821,-0.336826676449055,0.000157023822241809,1,0.0917479646055073,-0.0641334,4_3
1317306,3R,9188181,-0.367789249477457,6.88791162555269e-05,1,0.0579662379751407,-0.0618624,4_3
1317342,3R,9189946,0.468046808012506,0.000544503310916045,1,0.181110717430495,0.04870492,4_3
1317345,3R,9190008,0.342403818146689,1.43676844522878e-05,2,0.0231452878879577,0.0678934999999999,4_3
1317513,3R,9199721,0.307251020396621,0.000394107857739856,1,0.152923506190949,0.076081,4_3
1317514,3R,9199759,0.303991063899311,0.000162488509026226,1,0.0936857909851423,0.0747648,4_3
1317515,3R,9199770,0.297977031225179,0.000465087139466136,1,0.166698878377711,0.0744317,4_3
1317516,3R,9199774,0.307840590941935,0.000214629121652377,1,0.110230276455536,0.0746897,4_3
1317517,3R,9199789,0.311979403748212,0.000312313008406284,1,0.13463375007843,0.0776550000000001,4_3
1317518,3R,9199791,0.300402262596464,0.000302315163263844,1,0.132403066044019,0.0749306,4_3
1317561,3R,9201769,-0.290788023955985,9.81941999814717e-05,1,0.0703399781524742,-0.0661018,4_3
1317623,3R,9206852,-0.35873679260748,8.55790695063474e-05,1,0.0652394554752234,-0.0659368,4_3
1317625,3R,9206924,-0.299406953498291,0.000494124148654129,1,0.171948465349224,-0.0603499,4_3
1317644,3R,9210682,-0.375139758478492,4.25094101499379e-05,2,0.0437951452139382,-0.0617929,4_3
1317741,3R,9218928,-0.323800952567107,0.000503868683256248,1,0.173757638567554,-0.0584841,4_3
1317764,3R,9220177,-0.339090933786411,5.14961391284707e-06,2,0.0123398845198091,-0.0616221,4_3
1317850,3R,9224041,0.269135981797123,0.000434920784570192,1,0.160967665225271,0.0610248,4_3
1317851,3R,9224042,0.269135981797123,0.000364734031651159,1,0.146795671696711,0.0610248,4_3
1317852,3R,9224046,0.267919563462042,0.000410226901439548,1,0.156341619470174,0.0611853,4_3
1317881,3R,9224765,-0.382894779602953,4.81348668032178e-05,2,0.0471889898660976,-0.0639536,4_3
1317893,3R,9225457,-0.340022611546404,0.000291117884201997,1,0.129776654796971,-0.0571577,4_3
1317894,3R,9225459,-0.340022611546404,0.000227545253594363,1,0.113822214366131,-0.0571577,4_3
1317896,3R,9225462,-0.344460606718048,0.000158430947714061,1,0.0922667220281121,-0.0564285,4_3
1317902,3R,9225572,-0.369448791643784,8.37686047183706e-06,2,0.0167026798902588,-0.0625664,4_3
1318090,3R,9233036,-0.333053914046896,6.86958181195241e-06,2,0.0147255226138301,-0.066043,4_3
1318091,3R,9233055,0.246561780726711,0.000352713094086021,1,0.144117590902192,0.0453729,4_3
1318107,3R,9233533,-0.225721267453337,0.000361676643698794,1,0.146130949583692,-0.0541652,4_3
1318400,3R,9250243,-0.368260804996914,1.25297614979036e-05,2,0.0212890122275024,-0.0598931,4_3
1318458,3R,9254086,0.295934734893041,3.26355087846286e-05,2,0.0378648144700466,0.0688364,4_3
1318509,3R,9258201,0.269346724901952,0.000624611031325495,1,0.19470250065101,0.0614405,4_3
1318510,3R,9258216,0.293489942173408,0.000224371061981254,1,0.112958785862646,0.0730189,4_3
1318519,3R,9258737,0.240114378548688,0.000230800856065194,1,0.114671949488686,0.0587455,4_3
1318520,3R,9258803,0.264324679676854,0.000117706469927481,1,0.0780125740275427,0.0610682,4_3
1318552,3R,9261693,-0.286342048006248,0.000203910264881646,1,0.107027009860757,-0.0705633,4_3
1318718,3R,9272419,-0.272373273937036,0.000230804353745007,1,0.114671949488686,-0.0660812,4_3
1318786,3R,9277070,-0.203770712722214,0.000148991720894331,1,0.0890566020307041,-0.0484396,4_3
1318788,3R,9277090,-0.198916794248716,0.000637609886654067,1,0.196876324327201,-0.0466729,4_3
1318922,3R,9285405,-0.432418757459972,0.000300032295547648,1,0.131936104562313,-0.05137688,4_3
1319045,3R,9291788,-0.264532247766724,8.36296201494058e-05,1,0.0644083676236234,-0.0652267,4_3
1319116,3R,9295979,-0.256529897210655,0.000133857233182377,1,0.0839281997936357,-0.0635227,4_3
1319118,3R,9296008,-0.338173893845379,1.85538668928675e-06,3,0.0065326839504129,-0.0797977,4_3
1319206,3R,9300080,-0.344487691255631,0.000433390614470452,1,0.160703718012087,-0.058125,4_3
1319208,3R,9300349,-0.371334171293021,1.40866561627595e-05,2,0.0228884483344816,-0.0621029,4_3
1319286,3R,9303849,-0.277404672362796,0.00011960589231097,1,0.0787578246406024,-0.065872,4_3
1319342,3R,9307247,-0.623300903750556,0.000264647630436987,1,0.12346036499252,-0.04490839,4_3
1319415,3R,9311631,-0.32690055182207,5.3504923128278e-05,1,0.0502803737355952,-0.0703823,4_3
1319416,3R,9311633,-0.341704378543482,1.3024939343742e-05,2,0.0217945805759705,-0.0766937,4_3
1319532,3R,9317303,-0.313953969215271,1.42268963352343e-05,2,0.0230422886106931,-0.0724814,4_3
1319593,3R,9320309,-0.233273534499462,0.000411764093811162,1,0.156642354446323,-0.0565308,4_3
1319744,3R,9328363,-0.282173148231057,7.67419904655897e-05,1,0.0613697983897637,-0.0655409,4_3
1319757,3R,9328922,-0.248212848504091,3.1598043472858e-06,3,0.00907295806823277,-0.05028,4_3
1319761,3R,9329108,-0.21084388224206,0.000579453538128494,1,0.187326772236622,-0.0475741,4_3
1319784,3R,9330298,-0.262424758914969,0.000458522551009088,1,0.165553756321752,-0.0665467000000001,4_3
1319787,3R,9330324,-0.256072575746446,0.000189817940449144,1,0.102576310721971,-0.0596294,4_3
1319839,3R,9333787,0.317211716807213,7.64184420110059e-05,1,0.0612488929240797,0.0751136,4_3
